1;0;0;0
2;0;0;0
3;0;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;0;0;0
8;0;0;0
9;0;0;0
10;0;0;0
11;0;0;0
12;0;0;0
13;0;0;0
14;0;0;0
15;0;0;0
16;0;0;0
17;0;0;0
18;0;0;0
19;0;0;0
20;0;0;0
21;0;0;0
22;0;0;0
23;0;0;0
24;0;0;0
25;0;0;0
26;0;0;0
27;0;0;0
28;0;0;0
29;0;0;0
30;0;0;0
31;0;0;0
32;0;0;0
33;0;0;0
34;0;0;0
35;0;0;0
36;0;0;0
37;0;0;0.001
38;0;0;0.001
39;0;0;0.001
40;0;0;0
41;0;0;0.001
42;0;0;0
43;0;0;0
44;0;0;0
45;0;0;0
46;0;0;0
47;0;0;0
48;0;0;0
49;0;0;0
50;0;0;0
51;0;0;0
52;0;0;0
53;0;0;0
54;0;0;0.001
55;0;0;0.001
56;0;0;0
57;0;0;0
58;0;0;0.001
59;0;0;0.001
60;0;0;0
61;0;0;0
62;0;0;0.001
63;0;0;0
64;0;0;0
65;0;0;0.001
66;0;0;0.001
67;0;0;0.001
68;0;0;0.001
69;0;0;0.001
70;0;0;0.001
71;0;0;0.001
72;0;0;0.001
73;0;0;0.001
74;0;0;0.002
75;0;0;0.001
76;0;0.001;0.001
77;0;0;0.002
78;0;0.001;0.001
79;0;0;0.002
80;0;0.001;0.002
81;0;0;0.002
82;0;0.001;0.002
83;0;0.001;0.002
84;0;0.001;0.002
85;0;0.001;0.002
86;0;0.001;0.002
87;0;0.001;0.002
88;0;0.001;0.002
89;0;0.001;0.002
90;0;0.001;0.002
91;0;0.001;0.002
92;0;0.001;0.002
93;0;0.001;0.002
94;0;0.001;0.002
95;0;0.001;0.002
96;0;0.001;0.002
97;0;0.001;0.002
98;0;0.001;0.003
99;0;0.001;0.003
100;0;0.001;0.003
101;0;0.001;0.003
102;0;0.001;0.003
103;0;0.001;0.003
104;0;0.001;0.003
105;0;0.001;0.003
106;0;0.001;0.003
107;0;0.001;0.002
108;0;0.001;0.003
109;0;0.001;0.003
110;0;0.001;0.003
111;0;0.001;0.003
